"Count","PublishDate","VisitDate","Url","Content"
"340","2018-04-13","2023-03-24","https://blog.acthompson.net/2018/04/teachers-for-now-or-teachers-forever.html","One really can get a lot out of following Twitter hashtags from conferences and other events. Today I saw the following Tweet: This in a nutshell is the concern with a lot of current efforts to prepare computer science teachers in a hurry. Yes, you can teach a teacher to teach a specific course and you can give them a lot of scaffolding and tools to get by. They may even see great results. But what happens when things change? My school has something like 20 different courses in the Math department. Can you imagine hiring a teacher who could only teach one of them? Even one that is a soft of default course? Seems like a long shot. We want our Math teachers to be able to teach a range of courses. We want that not just so they can be moved around as needs change or to give them diversity during the day but because we want teachers who know where their course fits into the whole curriculum stream. Shouldn’t we want that for computer science teachers. The #Home4CS event, from what I can tell from Twitter, was about preparing pre-service computer science teachers in university schools of education. One can easily find Masters degree programs in teaching English or teaching Math or teaching other sciences. A MS is Teaching Computer Science? That’s a bit harder to find. That’s really going to be essential if computer science education is going to grow and mature the way we really need it to develop. Content knowledge is absolutely critical for teachers to be able to continue as computer science changes. It’s necessary but not sufficient though. Teachers need to know how to teach computer science. It’s not the same as other subjects. Yes, people with deep content knowledge can learn to be good teachers. And teachers can pick up content knowledge and develop into good CS teachers. Learning content AND how to deliver it before starting in the classroom would be a huge advantage. It would be better for teacher and students alike. It is not going to happen until schools of education start making a home for computer science educators."
"341","2018-04-17","2023-03-24","https://blog.acthompson.net/2018/04/training-next-generation-of-computer.html","The biggest problem in computer science education is training the teachers we need. That seems to be the big thing on my social media in the last few days. This past week was a major document release in New York of ""Priming the Computer Science Teacher Pump: Integrating CS Education into Schools of Ed”. Mark Guzdial wrote about it here. You can also download the actual report here. Mark also shared the slide deck from the event on Slideshare here. If you don’t have time for the whole report the slides make interesting reading as a sort of summary. It has been clear to many of us in CS education for a while that we really need schools of education to step up and prepare CS teachers. This report addresses what is needed with some solid recommendations. This being computer science education, others are tossing in their opinions. Mike Zamansky, who was at the release event, gave some of his thoughts on his blog at - Math For Math Teachers - watering down CS Ed before we even start. Mike comes from a heavy CS background and many years teaching at a highly rated, entrance exam, public high school in New York City. That gives him a particular perspective. Garth Flint, who teaches as a smaller private Catholic K-12 school in Montana, wrote a blog post on the subject - CS Ed – to water or not to water, that is the question which really covered the situation for a lot of teachers especially those in rural areas and other smaller schools. It’s a different perspective from Mike’s. One is not better than another – they’re just different. In a sense those two posts show some of the diversity of educational environments we’re seeing in computer science education. Preparing teachers for this wide range of needs is definitely going to be part of the challenge. I can’t see a one size fits all CS teacher preparation scheme working. There is really going to have to be some local variation as well as consideration as to different age level preparation. I’m not sure one can easily prepare for the full range of Kindergarten though Advanced Placement Computer Science. Content is one thing but the how to teach is another. OK, now there is something of a roadmap. Will schools of education move into this space the way we need them to do? We’ll see I guess but I hope so."
"342","2018-04-18","2023-03-24","https://blog.acthompson.net/2018/04/arrays-loops-and-racing-horses.html","One of the things I like about using Visual Studio and C# (and Visual Basic for that matter) is the ability to easily create some fun graphical projects. I’ve been using variations of the horse race program for years now. I though it might be fun to share my latest use. Students sometimes have trouble seeing the benefits of arrays because they are used to small projects that can get by without them. I want them to see how the combination of loops and arrays make expanding programs easier. My students were given a mostly empty project with the objects you see in the image above already part of the project. I don’t want them to get lost in setting up the GUI. There is a “Race” button, a “Reset” button, four picture boxes, and the finish line (a nicely formatted label.) No code though. We’ll create that as a class. The first thing we do is allocate an array of three picture boxes. Next we assign the value of the existing picture boxes to the array. We talk about how the picture boxes now have two names or two ways of addressing them. This is related to people’s names – formal name, nickname, etc. public Form1() { InitializeComponent(); Horses[0] = picHorse0; Horses[1] = picHorse1; Horses[2] = picHorse2 } The naming I use (I hope) drives home how identifiers that differ only by a number at the end leads one naturally to thinking about arrays. We write code to move the “horses” random distances each time a timer fires. Using timers is not absolutely necessary and I have used while loops but timers open some ideas for interesting projects. The “Race” button enables the timer and the horses start moving by changing the Left properties by random numbers of pixels.. for (int index = 0; index < Horses.Length; index++) { Horses[index].Left += r.Next(3, 8); } Next we add the code to check to see if the Left property plus the width of the box crosses past the left property of the finish line. Students are asked to figure out the Reset button on their own and most do so easily. At this point we’ve had a lot of discussion about the code we’ve written so far. Next I ask them to add more horses to the problem. They soon discover that this is a fairly trivial task because of the way we have designed the program. Since we get to work with interesting arrays and see how setting up loops we cover some important topics. Best of all, students seem to like this project. There is room for student creativity as well. Some add only a few horses, some add many. Some get fancy with reporting winners. Some explore other images from what I provide. Others decided they wanted that last place horse to disappear before the next race. That involved a lot more work then they expected but they were motivated to try things. But no one, including me, get bored."
"343","2018-04-26","2023-03-24","https://blog.acthompson.net/2018/04/computer-science-k-12-imagining.html","My friend Doug Bergman has a new book out called Computer Science K-12: Imagining the possibilities! I reviewed drafts of the book while it was being written and I can tell you there is a lot of good stuff in it. For teachers new to Computer Science who have been charged with starting a new class at your school, and just don't know where to start. I'll walk you through what you need to be considering such as which technologies, what type of curriculum, student recruitment, professional development, connecting with other CS teachers, and pedagogy. For school leaders, board members, and decision makers who need to know what Computer Science really is, what it looks like in the real world, and what it can look like in education-- this book will guide you through many of those early questions as you consider if, how, and where Computer Science fits in your schools: What are the attributes of successful CS teachers? Where can I hire teachers? Do I need ""experts"" in CS? How do I evaluate a project-based class? Standards? Training for new teachers? What successful programs can I look at for ideas? For those experienced CS teachers who are just not seeing the energy and engagement in your classes, this book will be a wealth of innovative ideas and strategies to help you engage differently with your students. Technology today is interactive, engaging, and dynamic; Computer Science classes should have that same feel. You'll see how to create a student-centered classroom where students lead their own learning."
"344","2018-04-30","2023-03-24","https://blog.acthompson.net/2018/04/are-you-in-on-social-media-conversation.html","Today is the absolute deadline for my students in Advanced Placement Computer Science Principles to upload their Create Performance Task to the Digital Portfolio. One of my top students was having trouble getting a file to upload. When he told me that I remembered that some teachers had talked about similar problems in the Facebook AP CS Principles group. A quick look (fortunately my school does not block Facebook) and I had the solution. Apparently short filenames work best. Problem solved. Student work submitted. I’ve seen a lot of problems solved for teachers via conversations in various Facebook groups. Besides the group for AP CS Principles teachers there is a group for AP CS A teachers, one for Computer Science Education: Researchers & Practitioners, a general Computer Science Educators group, and don’t forget the CSTA group. I’m sure there are other groups that are useful. I know that several CSTA Chapters have their own groups. Are you a member of one? There is more than Facebook though. There are frequently interesting conversations going on with CS education blogs. Sometimes these conversations take place in the comments. Sometimes through posts in one blog that reference posts in a second. Or more. Some of the best take place in blogs by: Mark Guzdial Garth Flint Mike Zamansky Doug Bergman. I’ve seen posts in several of these that refer to posts by others either directly or indirectly. For example, a recent post by Mark Guzdial wrote Lack of funding leads to lack of teachers leads to lack of CS classes: We may need to change our strategy. Mike Zamansky made a case that time and money are not as big a problem as prioritization and will in a post called Is there room for CS for All. Garth Flint addressed some of the cost factor in a post called CS on the Cheap. Garth also referred to a book and a video that Doug Bergman blogged about. You’ll find comments on most of these posts as well. Are you following these blogs? Maybe you want to add to the conversations either in the comments or by firing up your own blog? Don’t forget Twitter either. If you are a K-8 CS teacher you will want to follow the #csk8 chat. This week it is about Scratch. No matter how you do it there is a lot to learn by sharing with your peers via social media. Jump on in the water is fine. Edit: Note that my full Computer Science Education blog roll is at http://blog.acthompson.net/2012/11/computer-science-education-blog-roll.html"
"345","2018-05-03","2023-03-24","https://blog.acthompson.net/2018/05/my-code-is-same-as-yours-but-mine.html","We're all heard it from students ""My code is the same as yours but mine doesn't work."" The implication is clear – it is the computer's fault that the program doesn't work. Of course something is always different. Often times it is a small difference. A student confused and lowercase l for a 1 perhaps. Or the is an extra or a missing semi colon. Sometimes the problem is in related code that the student hasn’t though to check. One thing I see a lot of is students referencing form objects (a button or a textbox) that they didn’t name the same way I did. Trying to reference txtName.Next as my code does will not work correctly if their textbox is still named textBox1. Computers are picky that way. Names matter, semi colons matter, and many other little details that our minds easily fill in for us are not obvious at all to the compiler. Nor are they obvious to students. Students rush. They take shortcuts. They are used to things working out. Computers don’t work that way. Sometimes I think the hardest thing about learning to program is to understand that details matter and that sometimes you have to look in less obvious places. Students are used to quick fixes though. The TV murder is solved in 60 minutes (45 minutes plus commercials). The family crises is solved in 30 minutes on TV. Real life is not like that and programming is real life. I hear over and over again that research doesn’t support the idea that teaching programming automatically teaches problem solving. I have to wonder though if at some point debugging doesn’t click into the idea that details matter and that you need to look beyond the obvious answers."
"346","2018-05-08","2023-03-24","https://blog.acthompson.net/2018/05/visual-studio-live-sharesomething-cs.html","Microsoft is having their big MS Build event this week. I don’t have time to watch it live but I have been seeing hints of things via social media. Most of what they are talking about it for professional developers and is far more advanced than what I have time to get to with my students. But sometimes there are things I can really use. Visual Studio Live Share looks to be one of those things. With Visual Studio Live Share two people can actually look at and work on the same code at the same time. Merge that with a Skype call and it is like being there. Think Google Docs for Visual Studio. (Someone will object to that characterization for sure.) So far I have just tried it locally (two computers next to each other with me operating both) but I can see some educational uses. For one thing I can see sharing code with students and having them work on code I have on the screen from their own desks. I can also see easier pair/team working in rooms that don’t lend themselves to a lot of student movement. My tables don’t move and things can get crowded if people mover around too much. I can also see using it to help students with their own work. Now in the classroom it may still make more sense to walk over to where the student is working. On the other hand if a student is working from home we now have a great way to work together. I’ve been thinking about using it to watch students as they code (with their permission and their controlling the share) from time to time. That may give me some insights without being quite as intimidating as literally looking over their shoulder. For those students who pretend to be working this may be just the thing. There are likely to be more ideas that others come up with. Time will tell. At least for now I have a few ideas worth trying out. What do you think? Do you see some educational potential?"
"347","2018-05-09","2023-03-24","https://blog.acthompson.net/2018/05/programming-is-easy-debugging-is-hard.html","I may be in a minority in this but in some ways the most fun part of my job is debugging student code. Students are very clever at wring code that doesn’t work in obscure ways. Some how they manage to create errors that look like they are in one place but are really in a completely different place. The end of the year involves a lot of debugging. Students know more ways to do things wrong than every before. It’s a lot of fun. No, really it is. Now I know that letting students struggle with logic errors is sometimes (often? mostly?) a good thing. On the other hand they usually lack the experience to see the possibilities. In general I find that struggling students are focused on the wrong part of their code. At some point a teacher has to step in and help out a little. Today I had a student working on a Pong program and it was not recognizing when the ball hit a paddle. He was looking at the speed of the ball, the arrangement of the code, the working of the if statements and generally focused on a lot of different code. The problem could not be with the IntersectsWith method of the rectangle class. That is part of the system library so it must work. Right? Maybe we are not updating the location of the rectangle in the right place and time? Maybe we’re checking in the wrong place in the code? Maybe it is a timing problem? In the end it turns out that all of the code was correct EXCEPT that he was updating the height and width when he should have been updating the width and height. Yes, the order of the parameters matters. I’m kicking myself that I didn’t check that first but at least I did think of it eventually. Next time I will check that first. And to think I posted a somewhat related post last week (My Code is the Same as Yours But Mine Doesn’t work ) Sigh! I should have known better."
"348","2018-05-11","2023-03-24","https://blog.acthompson.net/2018/05/academically-rigorous-is-incomplete.html","Mark Guzdial linked to this post on his blog - Feeling disadvantaged in CS courses at University of XXX – Original post at Minimal exposure Interesting line from the original post: ""Although my high school was academically rigorous, we didn’t have any computer science courses."" Maybe we need to decide that calling a high school “academically rigorous” is incompatible with saying there are no computer science courses?"
"349","2018-05-13","2023-03-24","https://blog.acthompson.net/2018/05/does-it-matter-what-programming.html","I’m tempted to just leave this post blank and see what sort of comments it gets. But I am incapable of that. Sorry. Assuming we are preparing high school students for university and other advanced education and not for jobs right out of high school, what difference does it make what languages we teach? After all, concepts are what really matters. It is hard to pick what languages our students will be expected to learn when they get to higher education. Universities are using C++, Java, Python, Scheme, and who knows what else as their first programming language.Can we teach them all? Not hardly. Often we only have students for a semester or two. If we’re lucky three or four semesters. A few students in a few schools will have more. But still there is an awful lot we could and probably should be teaching them. Overloading the languages is not likely to be helpful. There is some indication that the second programming language is the hardest to learn so maybe we try to teach two and not worry too much about which two. At least they will be well situated to learn what ever their university professors throw at them. On the other hand some would argue that with limited time we should go all in on just one. One or two the question becomes which one or two? Does it matter as long as the basic concepts are taught?"
"350","2018-05-17","2023-03-24","https://blog.acthompson.net/2018/05/can-i-plan-for-next-year-yet.html","My school has a couple of weeks left but it’s getting close. My Advanced Placement Computer Science Principles students have taken their AP exam. My own exam for them is next week. My underclassmen have a bit more to do and I still have some topics to teach them. Soon the underclassmen will be starting their semester summative projects. So other than grading my workload is lessening. Not gone but at least I have some time to think. Thank about what? While things are still fresh in my mind I am starting to plan for next year. This was my first time teaching APCS Principles so I learned a lot about pacing and scheduling. I need to modify my plan for next year. I want to move the explore task into the first semester I think. The Create Task should be earlier in the second semester because it was much too stressful to have it due right at the “drop dead” deadline with the College Board. I’ve got some work to figure out how to make that happen. I’d like to incorporate some small device programming as well. I want to explore the possibility of teaching networking using Micro:bit which can communicate with each other. I need some time to work on that. My mobile app development course went well using AppInventor but it was also the first year teaching that course with that tool. I’ve got to clean up the pacing for that as well as thinking about more or better projects for students. If they release a version that supports iPhones I have to borrow my wife’s iPhone and test it out. My Honors Programming course has gone very well and I am really pleased with pacing and projects. My collection of resources is a mess though so I need to organize that. I’ve already been filtering through duplicated PowerPoint presentations and trying to build the perfect ones. No doubt I will continue to modify each one after every time I use them but at least I will not have to search through to find the current ones. I want to organize all of my resources by topic unit. If I have time, I want to record short videos on most topics as well. I wrote a reference guide to C# in the middle of the year and gave it to my students. Now I need to fix all the problems that they found and modify explanations based on what confused students this time around. Our freshmen course is taught by two other teachers so the pacing and much of the rest is determined as a team. It’s in good shape but I still want to look at organizing the materials a little. And we teach Visual Basic there so I am created a reference book for that using as well. That draft needs review and corrections. It’s going to be a busy summer. And that is not even including attending the CSTA Conference in July. (Hope to see some of you there.)"
"351","2018-05-21","2023-03-24","https://blog.acthompson.net/2018/05/teaching-history-of-computing.html","History is important. We’ve all heard, if not quoted, the adage that “those who do not learn from history are doomed to repeat it.” Mark Guzdial has a blog post (Computer science education is far bigger than maker education) that is almost as much a history lesson as it is an argument for the maker movement as covering only a subset of computer science. In his post, he talks about the big ideas developed by Alan Turing , Ada Byron, Lady Lovelace, and Grace Hopper. “What Lovelace and Hopper did mattered, and we demonstrate that it mattered by teaching it and explaining why it’s important.” One of the things we talk about in the course we teach freshmen at my school is the history of computing. Names like Turing , Lovelace, and Hopper come up along with many others. That is good as far as it goes but lately I have been thinking we need to talk history in more courses. How did we get to where we are and how and why? Erik Meijer, the Dutch computer scientist, told me once that if I wanted to know what the next big thing in computing is going to be I should look at what was the big thing in computing 20 years in the past. It’s true. Things in computing do move in cycles. I look at the way we do screen/form design now and see ideas I first saw in the Trax operating system in 1978. Cloud based computing is similar to the days when we had remote terminals connected to large mainframes. The whole idea of client/server applications keeps getting reinvented and redeveloped. The past is a good place to look for new ideas and we forget that are our peril. My students once asked me how I “learned all this stuff” after a history lesson. I replied that I didn’t learn it – I lived it. A lot has happened in the 45 years since my first computer science class as a university student. I’ve gotten to meet and talk to some important people in the development of CS over those years. But what about new teachers? How will they learn the history of computing? Is it taught in university? I suspect not much of it is being taught. What ideas will be missed because of a lack of historical knowledge and perspective? Am I the only one worried about this? [Now get off my grass.]"
"352","2018-05-23","2023-03-24","https://blog.acthompson.net/2018/05/teaching-through-stories.html","This time of year I think a lot about how I teach. There is something about the end of the year and evaluating how much my students have (or have not) learned that causes me to think about how much of what they learn (or don’t) is my responsibility. I look at the projects I assigned, the quizzes I gave, the lectures I presented, and every other aspect of teaching. The last few days have been about the stories I tell. Brett Becker wrote Computing history in the classroom: The cereal box toy that was an early hacking device, and nuclear weapons systems that depend on floppy disks In part, this made me think of my own post on teaching computer history but it also make me think deeper about the how we teach history. History is not taught well as a mere recitation of facts and dates and names. It is better taught as stories. The authors of “Made to Stick: Why Some Ideas Survive and Others Die” write convincingly about the importance of stores for getting information that ""sticks"" in people's minds. Teaching computer science is a lot more than just history though. If we want to teach concepts and have them stick shouldn’t we also be finding stories to explore the concepts? I think so. This can be harder than it seems though. The best and most convincing stories involve projects that are harder and more complex than the ones we can assign in a first programming course. When we talk about avoiding hard coded “magic numbers” and replacing them with concepts I have a good story. Picture a team of four people working for a year on a software package that will spread across 16 computers. They use the number 15 in hundreds of places among thousands of lines of code. One day their boss tells them they need to account for 32 systems not 16. Hilarity ensues. OK hilarity is not the right word. A month or two of editing and testing ensues. This time the team gets smart and uses a defined constant rather than a magic number. Six months later when they are told that 32 is no longer the number but 128 is they change a single line of code and everything works fine. I think that is a story that works. Well, as much as anything does with high school students. I use smaller stories all the time but lately I have been wondering if there are longer more meaningful stories I can use for other concepts. They don’t always just come to me spontaneously though. One of the things I’d like to do is collect other stores. After all the smart people learn from other people’s mistakes and not only their own. Wouldn't a collection of teaching stores be a wonderful aid to teachers? What stories do you tell to make concepts real to students?"
"353","2018-05-24","2023-03-24","https://blog.acthompson.net/2018/05/why-dont-universities-require-computer.html","We talk a lot about requiring computer science as a high school graduation requirement. It is an issue that is not without controversy. (Should Palo Alto students be required to study computer science?) While discussing that article in a Facebook group Mark Guzdial asked an interesting question. Why are we talking about making CS a high school grad requirement when it’s not yet an undergrad requirement at most schools. Why is it so important at the high school level but not at all at the undergrad level? It’s a fair question. Shouldn’t colleges and universities require some computer science as part of their general education requirements? If it is important for all high school students, and I think it is, isn’t it even more important for university students? At the university level, students should be able to learn even more and go deeper as well. This might also have a side benefit of driving more K-12 computer science as school work to prepare students for something they know they have to study in post secondary education."
"354","2018-05-25","2023-03-24","https://blog.acthompson.net/2018/05/can-we-get-there-csforall-from-here.html","When I was in high school (I graduated in 1971 so this was a while ago) there was a computer in the building. If you got an A in Calculous as a junior you could take the computer class as a senior. With 5,000 students in the school and only one computer teaching computer science to everyone was not an option. We’ve come a long way since then and lack of computers is seldom the problem. And yet, not every high school student takes or even has the option to take computer science. The obstacles today are different. Some of the problems are the old chicken and egg problem. Not enough teachers so we can’t offer the courses. Not enough courses so there is no incentive to prepare teachers to teach it. Some of the problems are perceptual. Administrators don’t see the need or the demand. Other people see a need for other things first. Or don’t see the need at all. There are assumptions that may or may not be correct about “room in the schedule” or “it costs too much.” We see all of those things debated over and over again. Sometimes the path to getting computer science education for everyone feels like this: We as a computer science education community are taking several paths. Cities like New York City are moving to put CS education as an option in all schools. Not quite the same as everyone taking it but access is an important first step. It is coming with in-service professional development as well. It’s all great. Several states are moving in the same direction at the state level. Kudos to Arkansas which is doing outstanding work for example. The questions then include two important ones: What is the step from CS for many to CS for all? What is the sustainability path? There are a lot of ideas out there. One is that if we get more universities to require CS for there students CS will move down to more high schools the way things like calculous have in the past. That could help a lot. The teachers who are being trained now as in-service will be retiring. Some soon, some not so soon. Those teachers will have to be replaced and there is no guarantee that the funding we as seeing today will be around in the future. Perhaps legislatures will declare victory and move on to other things. Clearly we need pre-service education for teachers to be the CS educators of tomorrow. We’re starting to see some interest in actually doing pre-service CS education but we’ve got a long way to go. And don’t forget the shortage of schools who want/need to hire CS educators. Is there enough pull from schools or push from requirements that schools offer CS to make this preparation worth the interest of schools of education? I hope so but you never know. Let’s not forget the looming teacher shortage in general either. While teachers in many states are actively pushing for better compensation and other changes to make teaching a better (for various definitions of better) experience the field has a bad rap in many quarters. There is a lot to be said for taking ones CS knowledge and going into industry. I’m still optimistic. Some days VERY optimistic. My own state of New Hampshire is slowly but surely moving in the right direction. We’ll get to CS for many in the next few years. CS for all is still going to be a big step."
"355","2018-05-28","2023-03-24","https://blog.acthompson.net/2018/05/assumptions-misunderstandings-and.html","My beginning students have big problems with writing decision statements. Boolean expressions are a real problem. Most of the time it is because they expect the syntax of a programming language to be close to how they express things in English. For example, in English one can say “give me a number between one and 10” and it is pretty clear. When they try to say the same thing in programming language they write something like: if index >= 1 and <= 10 then or if index = 1 - 10 then Of course neither of the work as students expect. The first gives a syntax error and the second compares index to -9 with is probably never going to happen. Try as I might, there are always some students who get this wrong. It just isn't logical in their minds. They are used to making certain assumptions and filling in some blanks or ambiguities and they expect the computer to do the same. I'm running out of ideas on how to get this across. The opposite end of the spectrum is when students think something is necessary when it is not. For example, if there are only two options than a simple if/else will work. You do not need and if/else if. I see all sorts of unnecessary comparisons from beginners. Many students get this right away. A few, more than I would like, struggle with this. Generally this sort of code does actually work so it is hard to get students to realize that here is a better way. ""But it works!"" is all that matters. For someone like me who worked in a time when programmers counted comparisons and had a ready handle on instruction speeds for optimization of memory and performance this is a painful observation. In some of my classes I have enough time to get into the nitty gritty of this. With my freshmen for whom programming is only part of a quarter it is harder. One of my goals for this summer as I review all of my curriculum is to try to find some more/better/different ways to work on these misconceptions. Parsons Problems may be part of the answer. I have experimented a little with them this year and they seem to help. Maybe some animations will work if I can figure out have to make them. I've already written more specifically about these issues in the book I have been writing for my classes. I could still use ideas. Surely someone out there has solutions to this issue. Any suggestions?"
"356","2021-11-08","2023-03-24","https://blog.acthompson.net/2021/11/money-is-hard-in-programming.html","Last week I wrote about the making change for a dollar project. It got me thinking about how hard dealing with money in programming really is. The problem with money is that 1/10 is an infinitely repeating fraction in Binary.If one adds 1/10 Take the following C$ code. double penny = 1.0 / 10.0; double dime = 0.0; Console.WriteLine(penny); for (int I = 0; I < 100; I++) { dime += penny; } if (dime == 10.0) Console.WriteLine(""Dime""); Console.WriteLine(dime); One might expect that the word “dime” would be printed but it’s not. What this code actually prints is the following. 0.1 9.99999999999998 The 0.1 is expected but as you can see, adding the 0.1 100 times doesn’t give exactly 10.0. The problem often doesn’t show up right away. This sort of thing often confuses beginners because the programming language “helpfully” hides the issue. When I had the program display the value of “dime” after every addition the discrepancy don’t show up until around 6.0. 5.8 5.9 5.99999999999999 It’s not only beginners who struggle with this issue. It’s a pretty common issue and some languages support a currency data type for that reason. The currency data type adds some overhead to operations and not everyone is a fan of using it. A different alternative is to use integers and insert a decimal point on display. One of the first programming languages I used for business related software, called DIBOL, didn’t support floating point numbers at all. It supported 18 digits of integer accuracy. It was an interesting language. Using it did make it easier for me to think about using integers for money later in my career though. Most beginners don’t have that sort of a helpful start. They are used to thinking in digital rather than binary. To my way of thinking this reinforces my thinking that learning binary is an important part of computer science education."
"357","2021-12-03","2023-03-24","https://blog.acthompson.net/2021/12/first-understand-problem.html","Things are different for me being retired. I don’t get the blogging inspiration the way I used to. Today a post by Mike Zamansky (Work through the example!!!!!) got me thinking. I used to talk to students about problem solving and one of the things I tried to highlight was the need to understand the problem as completely as possible. All too often students read or listen to instructions lightly and make assumptions that are not really supported by what has been presented to them. It is often tempting to skim and assume with the idea that it will save time. It works often enough, for simple enough problems, to help people to fall into the trap of thinking they are smart enough to do this always. Until it doesn’t work. It’s hard to get students to focus on understanding the problem completely. Honestly, it can be hard for more experienced people to do this as well. The urge to jump into the coding is strong. I have been known to start coding too early myself. The more important the project/problem the more important it is to make sure you really understand the problem. In what seems like a different life I was a developer in an operating system group. The sub team I was on was writing a new print/batch subsystem from scratch. The three of us spent weeks looking at what features should be there and how they should be set up. We spent more weeks designing the code. All before we wrote a line of code. Honestly, the groups leadership was on our case to start coding before we were done understanding and planning. Long story short, we finished on-time without having to work crazy overtime hours. Planning paid off. It’s a story I told regularly to students over the years. It may or may not have helped but I tried."
"358","2021-12-06","2023-03-24","https://blog.acthompson.net/2021/12/computer-science-education-week-2021.html","Well, its CS Ed Week again. Still no cards in the Hallmark store for it. I’ll get back to that in a moment. CS Ed Week has long been a time to introduce more students to computer science. When it started there were only small percentage of schools that offered any computer science education at all. We’ve made a lot of progress. There is still a long way to go though as even though more schools offer CS the number of students taking it are still very low. There is no shortage of ways to introduce students to computer science during CS Ed Week. Hour of Code is probably the best known and widest platform in use. And it is a great one.Miles Berry has several activates in his blog post Five (out of twenty) things to do with a computer with more information about using Turtles one another blog post - Make a Turtle! I never made a big deal of CS Ed Week when I was teaching for the very simple reason that the school I was teaching at required a full year (or two semesters) of computer science as a graduation requirement. Getting students to take courses was not an issue. We spent more time trying to make the course interesting, relevant, and even fun while being rigorous. In hind sight, perhaps I missed an opportunity to have students celebrate what they were doing though. There are some activates not involving code that we could have done. Maybe you want to try them as well. Grace Hopper – The timing of CS Ed Week is the week that includes Grace Hopper’s birthday – December 9th. So it is a good time to talk about her and other women in computing. Women have played a huge and often underrecognized role in computing. Maybe younger students would like to make Grace Hopper birthday cards? CSTA ran a number of contests for student for CS Ed Week some years ago. They make good activities. For example, filming a PSA video to promote computer science in general or specific courses. Posters to promote taking a CS course might be fun. In fact, have students create posters for a specific course that might be over looked. That may help fill courses that students don’t understand from a course description in a program of studies. Speaking of programs of studies, ask students to write their own description of the course they are or have taken. You may gain insights into how students view the course that help you make the course better. About that greeting cards, what would a CS Ed Week greeting card look like? Ask students to create some. Let’s make is have a celebratory feel!"
"359","2021-09-30","2023-03-24","https://blog.acthompson.net/2021/09/define-learn-to-code.html","I saw an interesting question today on Twitter: Hey coding enthusiasts! In your opinion, what's the best laptop for students to learn how to code on? #edchat #edtechchat #pdchat — Mary Jo Madda (@MJMadda) September 30, 2021 My first response is that there is no definitive answer to that question. I thought about it for a while. One can learn to program by hooking a Raspberry Pi to a monitor, keyboard, and mouse and firing up Thonny and learn Python. One can use any number of online IDEs and a Chrome book. The last classes I taught had a mix of students running Eclipse and Processing on Mac and PC laptops with no appreciable difference. In short, does the computer even matter? Maybe there is a question that has to be asked and answered before discussing the right or best laptop to use. That question is “what does it mean to “learn how to code?” I suspect we could have quite a long discussion on that question alone. To me it boils down to: What problem are you trying to solve – how do you define “learning to code” What software helps you best learn to code by your definition What hardware runs the software you want to run Picking the hardware should almost always be the last thing one picks. Now I have to go think about what it means to “learn how to code.”"
"360","2021-11-04","2023-03-24","https://blog.acthompson.net/2021/11/how-many-ways-to-make-dollar.html","I ran into a reminder of an interesting programming problem the other day. One I meant to use with students but never did. Other teachers I know do use it. Simply pot, how many possible combinations of coins are there that add up to a dollar. It’s easily solved with a set of nested loops like the ones below. int count = 0; for (int halves = 0; halves <= 2; halves++) { for (int quarter = 0; quarter <= 4; quarter++) { for (int dimes = 0; dimes <= 10; dimes++) { for (int nickels = 0; nickels <= 20; nickels++) { for (int penny = 0; penny <= 100; penny++) { int value = halves * 50 + quarter * 25 + dimes * 10 + nickels * 5 + penny; if (value == 100) { count++; } } } } } } Console.WriteLine(count); It’s pretty straight forward. The key thing is understanding what coins there are and what their value it. The code above doesn’t include a dollar coin. Should it? Probably but it depends on the way the problem is specified. Also these are the coins currently being minted. Over the history of the country there have been a number of other coins in circulation US TREASURY: What denominations of coins are no longer being produced? There are quite a few denominations of coins that the United States Mint does not produce any longer for general circulation. They are the half-cent coin, the two-cent coin, the three-cent coin, the half-dime coin (although it was replaced by the five-cent coin), a twenty-cent coins, and the various denominations of gold coins. Although the Mint does produce a series of gold bullion coins, these are not intended for circulation. The problem would be more interesting if some of these were allowed. I keep thinking that there must be another way to solve the problem though. I just can’t think of what it might be. [Edit] Jeremiah Simmons shared information about solving this problem using Dynamic Programming. It's more complicated but scales better. Take a look. Understanding The Coin Change Problem With Dynamic Programming It is so sawesome when educators share ideas with each other."
